id_cliente,idade,genero,pais,nivel_educacao,score_credito,tipo_conta,saldo_conta,saldo_normalizado,salario_anual,num_produtos,num_transacoes,tempo_cliente,cartao_credito,membro_ativo,ruido_1,ruido_2,ruido_3,churn
910,67,Masculino,Colombia,,,Poupança,,-0.49952510924007426,,2,,5.9,1,0,-0.9435321166459417,63,A,0
911,38,Feminino,Argentina,Ensino Médio,605.0,Premium,11492.68,-0.47653640836371325,177894.07,3,21.0,6.0,1,1,0.4810557241417938,56,A,0
912,44,Feminino,Brasil,Pós-Graduação,656.0,Poupança,7165.19,-0.5117103000791225,34471.71,1,39.0,5.2,0,0,-0.026296200865641,7,B,0
913,44,Masculino,Brasil,Pós-Graduação,869.0,Corrente,5430.0,-0.5258139456486469,14764.9,2,32.0,1.6,0,1,-1.3844356039063366,62,C,0
914,60,Masculino,Chile,Ensino Médio,677.0,Premium,59611.2,-0.08542848853356808,13920.08,2,36.0,0.8,1,0,-0.434073821759407,61,C,1
915,40,Feminino,Brasil,Graduação,594.0,Corrente,28088.59,-0.341644648646492,108350.71,1,24.0,5.1,1,1,2.1822678096954933,10,A,0
916,45,Feminino,Brasil,Pós-Graduação,575.0,Corrente,57255.93,-0.10457215193673061,47656.05,3,26.0,4.6,1,1,0.20278036280499484,50,B,0
917,49,Masculino,Argentina,,605.0,Poupança,,0.10600717013658807,,2,26.0,1.0,1,1,2.30044997671826,20,B,0
918,44,Feminino,Brasil,Graduação,845.0,Corrente,49948.13,-0.16397003982968195,16740.89,1,13.0,6.1,0,0,-1.4439265298750363,28,C,0
919,36,Feminino,Brasil,Graduação,614.0,Corrente,79962.72,0.07998891525569224,31197.29,2,24.0,3.0,1,0,0.7507417926638422,14,C,0
920,44,Masculino,Chile,Ensino Médio,731.0,Corrente,33408.35,-0.2984055742195227,41056.79,1,27.0,5.5,1,1,-2.5343361918071157,76,B,0
921,54,Feminino,Brasil,Ensino Médio,616.0,Poupança,8739.5,-0.4989142891197706,55531.35,2,24.0,9.1,1,0,-0.00023548491478317415,8,C,0
922,29,Feminino,Brasil,Pós-Graduação,673.0,Premium,129233.62,0.4804633938381403,38593.72,1,26.0,0.9,0,1,0.631217377651321,7,A,0
923,43,Masculino,Argentina,Ensino Médio,721.0,Corrente,17909.12,-0.4243835054665557,26307.37,3,37.0,0.1,1,0,0.8378900949962763,5,C,0
924,33,Feminino,Chile,Graduação,598.0,Corrente,11816.88,-0.47390130679348763,30615.44,1,28.0,7.6,0,1,-0.799269724580413,1,B,0
925,56,Masculino,Brasil,Ensino Médio,592.0,Corrente,29333.88,-0.33152291627639247,101214.16,2,18.0,4.7,1,1,1.039090421976736,73,A,0
926,23,Feminino,Argentina,Pós-Graduação,799.0,Poupança,12144.44,-0.4712388951021147,56776.1,1,24.0,6.0,1,1,-0.5337147600446945,82,B,0
927,35,Feminino,Argentina,Ensino Médio,738.0,Poupança,22006.29,-0.39108165753169655,70777.33,2,35.0,9.1,1,0,-0.16409725111239673,10,C,0
928,46,Masculino,Brasil,Graduação,721.0,Corrente,54877.83,-0.12390137785947446,28586.1,2,26.0,8.1,1,0,-0.43332221935663384,58,C,0
929,60,Feminino,Brasil,Graduação,720.0,Corrente,55160.92,-0.1216004188726911,8330.73,2,23.0,16.2,1,1,-1.1363893507323315,65,A,0
930,41,Feminino,Brasil,Graduação,691.0,Poupança,12364.74,-0.4694482940042717,35815.55,2,26.0,3.8,0,1,1.5697195874208587,60,A,0
931,35,Masculino,Argentina,Graduação,831.0,Poupança,20226.59,-0.4055470809263003,,2,21.0,3.4,1,0,0.04801781715807684,20,A,0
932,64,Masculino,Chile,Graduação,653.0,Corrente,131820.92,0.5014929999227943,60440.06,3,35.0,2.6,0,0,1.087318378658628,58,A,0
933,24,Masculino,Brasil,Pós-Graduação,701.0,Corrente,65885.93,-0.034427406251822806,352016.82,2,24.0,0.8,0,1,1.0447112417646005,43,C,0
934,18,Feminino,Chile,Doutorado,519.0,Corrente,438045.49,2.9904900549772866,74391.7,3,31.0,4.3,1,1,-0.967940214272983,29,B,0
935,47,Feminino,Argentina,Graduação,575.0,Premium,149664.86,0.6465287627636694,253109.15,3,31.0,1.6,1,1,1.2161272476716014,2,C,0
936,35,Feminino,Brasil,Ensino Médio,541.0,Poupança,143365.37,0.5953264308987077,68958.61,1,32.0,12.7,1,1,0.5034142435493226,26,C,0
937,29,Masculino,Argentina,Ensino Médio,764.0,Poupança,6867.52,-0.5141297654844558,33592.84,1,19.0,4.4,0,1,-1.0409018644728891,75,A,0
938,50,Masculino,Brasil,Pós-Graduação,420.0,Premium,90819.78,0.16823523189367437,60400.32,1,22.0,4.5,1,0,0.44885083134150466,89,A,0
939,44,Masculino,Colombia,,,Poupança,,-0.29300020223541673,,3,,2.2,1,0,-1.0229678848680677,98,B,0
940,35,Masculino,Brasil,Pós-Graduação,380.0,Premium,18747.62,-0.41756816719809736,146933.82,1,23.0,0.3,0,0,1.6064583679786404,59,B,1
941,26,Masculino,Argentina,Graduação,575.0,Corrente,44427.7,-0.20884016247410095,34710.5,2,23.0,0.2,1,1,0.8137867449220965,1,C,0
942,52,Masculino,Argentina,Pós-Graduação,605.0,Corrente,112899.56,0.3476999541275927,57062.94,3,23.0,2.8,0,0,-0.07114856219103526,31,B,0
943,49,Masculino,Brasil,Pós-Graduação,774.0,Poupança,66237.23,-0.03157203554972451,20794.42,1,36.0,0.4,1,0,1.2648036182171838,38,A,1
944,40,Feminino,Chile,Pós-Graduação,685.0,Poupança,12655.3,-0.467086618766009,80402.55,2,20.0,4.7,1,0,-1.5819876447035377,22,A,0
945,64,Feminino,Argentina,,,Corrente,,0.14951877681417336,,1,,10.6,1,0,-0.7493413001200414,66,A,0
946,29,Feminino,Chile,Graduação,745.0,Corrente,16897.06,-0.4326095415404685,50205.49,1,21.0,10.7,0,1,-0.25241972174037147,47,C,0
947,23,Masculino,Brasil,Graduação,651.0,Corrente,47099.6,-0.18712292655341664,32845.48,2,30.0,5.4,1,1,2.235684681425518,1,B,0
948,33,Feminino,Brasil,Graduação,653.0,Corrente,25234.82,-0.3648401261543969,60844.61,1,18.0,1.2,0,1,-1.0704829008734056,88,A,1
949,41,Feminino,Chile,Graduação,541.0,Corrente,27927.31,-0.3429555344615629,62973.89,1,29.0,9.9,1,0,-1.7073059417406735,50,C,0
950,44,Feminino,Argentina,Ensino Médio,560.0,Poupança,,0.17034884019818236,,3,29.0,10.9,0,1,-1.4443855144982707,36,C,0
951,39,Masculino,Argentina,Graduação,575.0,Premium,10422.97,-0.48523102434362086,54569.43,1,29.0,1.1,1,0,0.9062158692056012,45,C,1
952,46,Masculino,Colombia,Graduação,654.0,Poupança,374832.33,2.476692716374808,44166.02,4,21.0,6.7,0,1,-0.5941922705388568,36,B,1
953,26,Masculino,Brasil,Graduação,657.0,Poupança,4083.45,-0.536758720538799,89105.2,4,23.0,1.7,1,0,-0.15908666436861338,34,B,0
954,59,Masculino,Brasil,Ensino Médio,788.0,Premium,17726.2,-0.42587028146663486,76247.24,1,34.0,8.1,1,0,0.7628326416744843,9,B,0
955,41,Feminino,Brasil,Graduação,684.0,Corrente,56627.74,-0.10967808794968571,27177.32,1,30.0,29.5,0,0,-0.15808462795791162,76,C,0
956,55,Feminino,Argentina,Ensino Médio,406.0,Corrente,73216.57,0.02515612544083235,26732.78,2,33.0,0.2,0,1,0.20414660450805558,84,C,0
957,46,Masculino,Chile,Pós-Graduação,673.0,Corrente,32190.58,-0.3083036236926061,42082.0,2,29.0,11.4,1,1,0.5352151476096952,4,B,0
958,47,Masculino,Colombia,Graduação,519.0,Premium,33898.67,-0.2944202472549544,76275.13,1,21.0,4.9,0,0,-0.43067639196021534,79,A,0
959,48,Feminino,Brasil,Ensino Médio,563.0,Corrente,59436.28,-0.08685024043567746,53574.82,2,24.0,18.1,1,0,-0.166317059929684,63,B,0
960,47,Masculino,Argentina,Ensino Médio,576.0,Poupança,27521.33,-0.3462553448732847,33326.55,1,27.0,3.1,1,1,0.24195540232101154,4,C,1
961,49,Feminino,Chile,Graduação,590.0,Corrente,193264.99,1.0009111533406014,57349.03,3,22.0,9.4,1,0,0.8681792730532202,5,C,0
962,57,Feminino,Argentina,Ensino Médio,526.0,Premium,1546532.4115589634,0.23822708966823078,40195.64,1,27.0,0.3,1,0,-0.7923692641806491,10,C,1
963,44,Masculino,Brasil,Doutorado,668.0,Corrente,103506.45,0.27135264101746925,83140.89,1,30.0,2.0,1,0,-3.0205759218297796,44,C,0
964,50,Feminino,Argentina,Graduação,523.0,Poupança,11391.38,-0.4773597760042557,59864.27,1,29.0,0.3,1,1,0.6795831493856468,40,C,0
965,40,Feminino,Colombia,,,Corrente,,-0.3015982574298392,,4,,18.5,1,0,0.9277159187500846,36,C,0
966,59,Feminino,Colombia,Graduação,851.0,Corrente,25322.3,-0.36412908764309726,56325.99,2,19.0,8.5,1,1,0.20003416213017194,35,B,0
967,33,Feminino,Argentina,Graduação,530.0,Poupança,10864.74,-0.48164031237360677,107907.41,3,32.0,9.6,0,0,0.2682932189565357,59,C,0
968,63,Feminino,Chile,Pós-Graduação,624.0,Premium,55949.07,-0.11519432602083013,34829.57,1,31.0,13.9,1,0,-0.5643098941401705,65,C,0
969,41,Masculino,Brasil,Graduação,422.0,Poupança,19050.05,-0.41511001245447193,62417.08,1,20.0,0.4,1,0,0.5001834215349241,82,C,0
970,24,Masculino,Brasil,Doutorado,622.0,Premium,79736.65,0.07815141552718846,46991.58,1,25.0,2.4,1,1,0.8531668196841885,31,C,1
971,43,Masculino,Colombia,Graduação,707.0,Poupança,10054.45,-0.48822635941659914,63334.8,2,18.0,0.4,1,0,0.05649634141848441,46,C,0
972,33,Masculino,Brasil,Pós-Graduação,714.0,Poupança,285743.19,1.7525750954492976,33099.09,2,16.0,1.2,1,1,2.491248330007266,49,A,0
973,52,Feminino,Brasil,Ensino Médio,656.0,Corrente,12386.98,-0.4692675270119157,52375.87,2,24.0,1.3,1,0,-1.5637410876713795,6,B,1
974,34,Masculino,Brasil,,730.0,Corrente,,-0.18591778617766908,,1,34.0,3.2,1,0,0.162961670856347,70,B,0
975,36,Feminino,Brasil,Pós-Graduação,879.0,Corrente,93923.06,0.1934587297371345,27939.47,3,29.0,1.6,1,1,-1.1743529623173146,19,A,0
976,19,Masculino,Argentina,Graduação,804.0,Premium,18310.53,-0.4211208400707991,22078.44,1,28.0,0.5,1,1,0.87984592395689,96,A,0
977,36,Masculino,Brasil,Ensino Médio,602.0,Premium,101008.74,0.2510512235499547,22586.93,4,35.0,0.9,0,0,-1.5814754280421814,42,C,0
978,18,Feminino,Colombia,Graduação,519.0,Poupança,8308.05,-0.5024211200034037,24284.72,1,31.0,0.8,1,1,-1.3339215427176985,30,B,0
979,22,Masculino,Chile,Graduação,613.0,Corrente,207428.35,1.116031116868272,70066.07,2,17.0,18.1,1,1,-0.6331869405492045,26,B,0
980,51,Feminino,Brasil,Graduação,564.0,Corrente,36937.37,-0.26972165644235535,21088.52,1,20.0,7.1,1,0,0.2658321698553995,3,A,0
981,51,Masculino,Brasil,Graduação,690.0,Premium,17752.94,-0.4256529384191708,40997.35,1,30.0,17.2,1,0,-0.5954713886616172,33,B,0
982,47,Feminino,Argentina,Graduação,543.0,Corrente,25361.36,-0.3638116074847598,71038.24,2,25.0,2.9,1,0,-0.5854412625990931,50,B,0
983,30,Feminino,Argentina,Ensino Médio,643.0,Poupança,95865.66,0.2092482063266481,62943.67,1,32.0,1.6,1,0,-0.18089045492608516,31,C,0
984,41,Feminino,Brasil,Graduação,725.0,Corrente,18009.48,-0.42356777815752467,38896.7,1,22.0,8.0,1,1,-0.2422401590615062,84,C,0
985,41,Masculino,Brasil,Ensino Médio,640.0,Corrente,14776.17,-0.4498481614333612,54970.63,2,20.0,2.0,0,0,1.487449388318524,68,C,0
986,28,Masculino,Brasil,Doutorado,564.0,Poupança,27837.97,-0.3436816910756405,52275.71,2,25.0,1.8,1,0,0.685911119668968,96,B,0
987,60,Feminino,Brasil,Ensino Médio,755.0,Corrente,8845.33,-0.49805410158375274,42849.76,3,32.0,1.3,1,0,-0.3245767397846441,82,B,0
988,52,Feminino,Brasil,,,Corrente,,2.053417781679621,,1,,0.7,0,1,2.097011911213614,10,C,0
989,39,Masculino,Argentina,Graduação,620.0,Premium,18404.06,-0.42036062708540983,187447.95,2,24.0,1.5,1,1,0.49166117485600924,22,C,0
990,42,Masculino,Argentina,Graduação,646.0,Poupança,98512.64,0.23076289218215645,79665.07,2,21.0,2.2,0,0,-0.9689620553135486,63,B,0
991,44,Masculino,Argentina,Ensino Médio,651.0,Poupança,46693.68,-0.19042224928440363,217160.19,1,27.0,5.6,0,0,0.2565137399918442,54,B,0
992,18,Masculino,Brasil,Graduação,666.0,Poupança,11142.91,-0.47937934320707476,36381.73,2,28.0,0.3,0,0,0.5355125448653145,51,A,0
993,39,Feminino,Argentina,Graduação,704.0,Corrente,36056.93,-0.2768778835444203,46584.36,1,18.0,1.2,1,1,-0.6876247190613484,81,C,1
994,33,Masculino,Brasil,,646.0,Corrente,,0.1862952687041704,,1,15.0,8.3,0,0,-1.0525089108060393,4,C,0
995,29,Masculino,Brasil,Ensino Médio,616.0,Corrente,28972.04,-0.3344639562275659,30159.64,1,28.0,0.8,1,1,0.086459090042442,37,C,1
996,38,Feminino,Argentina,Pós-Graduação,613.0,Corrente,152015.16,0.6656320299459684,153452.74,1,27.0,2.1,1,0,-0.3602217713060356,71,B,0
997,63,Masculino,Argentina,Doutorado,594.0,Corrente,123725.23,0.43569113246116586,35838.55,2,22.0,10.0,1,1,1.4791278884554424,63,B,0
998,49,Feminino,Brasil,Graduação,720.0,Poupança,109392.52,0.31919469005959744,155060.21,2,26.0,0.8,1,1,0.7411558240849149,51,A,0
999,35,Feminino,Argentina,Graduação,591.0,Corrente,20918.97,-0.39991940780726015,23248.19,4,26.0,0.4,1,1,-0.6407752740865805,8,A,0
1000,48,Masculino,Chile,Graduação,726.0,Poupança,9938.68,-0.4891673393943444,26053.79,2,19.0,3.3,1,0,0.42593811094858863,1,C,0
1001,58,Feminino,Brasil,Graduação,651.0,Corrente,17390.77,-0.4285966606143855,39945.1,1,23.0,1.8,1,1,1.2671281427247396,8,A,0
1002,53,Masculino,Argentina,Ensino Médio,603.0,Corrente,45958.27,-0.1963996707703988,47181.17,3,29.0,4.1,0,0,-1.39380444589965,83,B,0
1003,42,Masculino,Colombia,Graduação,705.0,Corrente,1968899.76803049,-0.0017310139491848303,85293.4,3,35.0,8.1,1,0,-1.0227782409877522,81,A,0
1004,34,Masculino,Argentina,Pós-Graduação,584.0,Poupança,2681.45,-0.5481541937080042,64245.2,1,24.0,0.7,1,1,-0.011168617279531112,55,A,0
1005,50,Masculino,Brasil,Ensino Médio,707.0,Corrente,35963.66,-0.27763598324662553,38185.49,2,26.0,4.3,1,1,0.03560196790503425,9,B,0
1006,46,Masculino,Brasil,Graduação,669.0,Poupança,43901.65,-0.21311590331622673,45252.38,4,14.0,3.5,1,1,-0.05219750546286038,51,C,0
1007,52,Masculino,Brasil,Pós-Graduação,596.0,Poupança,26028.49,-0.35838916667493675,40479.96,2,22.0,0.8,1,0,-0.3107771787876778,16,C,1
1008,49,Feminino,Brasil,Ensino Médio,697.0,Corrente,171018.77,0.8200936047484216,28316.72,3,28.0,4.9,0,1,-0.3260603224520199,53,A,0
1009,54,Feminino,Argentina,Ensino Médio,699.0,Poupança,60242.66,-0.0802959739205678,28773.85,1,26.0,1.6,1,0,0.3842581368216289,59,B,0
1010,35,Feminino,Brasil,Pós-Graduação,754.0,Premium,174945.59,0.8520108457971366,90828.68,1,32.0,3.3,1,0,1.133942553639173,45,B,1
1011,57,Feminino,Colombia,Graduação,736.0,Poupança,28024.86,-0.3421626468669438,16368.29,1,22.0,0.4,1,1,-0.4809527296884268,37,A,0
1012,44,Masculino,Brasil,Ensino Médio,694.0,Corrente,111856.6,0.3392227624752716,129367.86,2,31.0,3.1,1,0,2.438399345170654,91,C,0
1013,66,Masculino,Argentina,Graduação,548.0,Poupança,258352.36,1.5299420937750743,39902.87,3,29.0,1.8,1,1,1.9606914357403167,66,C,0
1014,33,Masculino,Brasil,Graduação,870.0,Poupança,175261.1,0.8545753149409426,30837.75,4,23.0,8.6,1,0,1.3292556295800815,64,C,0
1015,62,Masculino,Brasil,Pós-Graduação,523.0,Corrente,9793.07,-0.490350859257517,76408.99,1,28.0,0.3,1,0,0.6224833345615618,36,B,0
1016,44,Feminino,Chile,Graduação,735.0,Corrente,26784.77,-0.35224211357336294,119506.97,1,28.0,2.7,1,1,2.007988106470156,76,B,1
1017,34,Masculino,Brasil,Graduação,688.0,Corrente,23999.84,-0.3748780587182379,95853.81,3,20.0,3.1,1,1,-0.29011536499940843,50,B,0
1018,36,Masculino,Brasil,Graduação,544.0,Corrente,65323.39,-0.03899973826081326,66244.73,2,26.0,6.5,1,0,-0.8326044119902345,99,C,0
1019,38,Masculino,Brasil,Doutorado,638.0,Corrente,82753.72,0.10267419743490172,94100.45,1,18.0,4.3,0,0,-0.5259720594039843,95,A,0
1020,47,Masculino,Brasil,Ensino Médio,642.0,Corrente,13270.9,-0.4620830144272339,17502.54,2,26.0,5.5,1,1,-1.0029428030900815,53,B,0
1021,48,Masculino,Argentina,Ensino Médio,767.0,Corrente,39395.47,-0.24974218953991364,35842.93,2,41.0,7.5,1,0,0.12180132231336971,57,B,0
1022,35,Masculino,Colombia,Doutorado,585.0,Premium,3216.62,-0.5438043253941929,28375.97,2,33.0,9.9,1,0,0.2998304641277433,19,A,0
1023,41,Feminino,Brasil,Doutorado,626.0,Poupança,204911.61,1.0955750233277115,102209.84,2,23.0,1.9,1,1,0.20083983868110694,26,C,0
1024,67,Masculino,Brasil,Ensino Médio,439.0,Premium,19636.61,-0.4103424455913272,38945.29,1,33.0,3.9,1,0,-0.012431352181799788,68,B,0
1025,62,Feminino,Argentina,Ensino Médio,806.0,Poupança,38833.43,-0.25431045754278103,81409.23,4,26.0,9.2,1,1,0.13315452817161547,43,C,0
1026,47,Masculino,Colombia,Graduação,553.0,Corrente,25044.77,-0.3663848548817917,67610.2,2,31.0,22.8,0,1,1.7363238088498891,95,B,0
1027,42,Masculino,Colombia,Ensino Médio,679.0,Corrente,143664.08,0.5977543494367771,29220.21,1,30.0,11.0,1,1,0.6200518676390839,58,B,0
1028,43,Feminino,Argentina,Graduação,640.0,Poupança,1205.91,-0.5601474008977966,,1,24.0,2.3,1,0,0.9225087966048213,77,A,1
1029,49,Feminino,Brasil,Ensino Médio,641.0,Corrente,35598.81,-0.28060148851466016,106541.58,2,25.0,1.1,1,1,0.19078993668678795,59,A,0
1030,29,Masculino,Brasil,Ensino Médio,722.0,Corrente,31984.85,-0.30997579965202166,30782.77,1,20.0,3.4,1,0,-1.6155886984680774,46,A,0
1031,38,Feminino,Brasil,Graduação,800.0,Corrente,21070.65,-0.39868655090975297,52834.55,1,30.0,6.8,1,0,-1.8138824704695111,68,A,0
1032,21,Masculino,Brasil,Doutorado,672.0,Corrente,288217.84,1.7726890809544145,30652.68,2,27.0,3.4,1,0,2.082809990208515,40,C,0
1033,46,Masculino,Argentina,Graduação,708.0,Corrente,12521.53,-0.4681739029641863,40604.28,1,31.0,3.3,0,0,-0.5318222752312214,13,C,1
1034,49,Feminino,Argentina,Graduação,679.0,Corrente,91688.79,0.1752985558157649,47681.69,2,24.0,9.1,1,0,-0.6167513441519322,9,C,0
1035,36,Feminino,Argentina,Doutorado,741.0,Corrente,55687.07,-0.11732386522934066,30646.69,1,32.0,2.2,1,1,0.24566324137724918,66,A,0
1036,60,Masculino,Brasil,Graduação,608.0,Poupança,165020.19,0.771337073048471,27549.28,2,30.0,9.8,1,0,0.5504029783299276,99,B,0
1037,27,Masculino,Argentina,Graduação,746.0,Corrente,,-0.4374024678018215,,1,17.0,2.6,1,0,0.6768621373344127,53,C,0
1038,24,Feminino,Brasil,Graduação,749.0,Poupança,15069.64,-0.44746283367946205,29529.87,1,21.0,2.0,0,1,1.774418532880004,76,A,0
1039,44,Masculino,Brasil,Ensino Médio,747.0,Poupança,135304.61,0.52980847490484,30139.91,1,17.0,3.0,0,0,1.5007363826579414,81,A,0
1040,54,Masculino,Brasil,Graduação,590.0,Poupança,60499.21,-0.07821073237879922,27905.19,3,29.0,7.2,0,1,-0.8109332246388214,4,A,0
1041,62,Masculino,Chile,Graduação,634.0,Corrente,5687.78,-0.5237187066518154,46782.06,3,28.0,0.7,0,1,0.9687345734217893,14,C,0
1042,36,Feminino,Brasil,,671.0,Poupança,,-0.41541798283848136,,1,18.0,1.1,1,1,-0.38409091821079866,85,B,0
1043,54,Masculino,Chile,Ensino Médio,526.0,Corrente,57737.33,-0.10065932684139867,121044.94,2,32.0,15.1,0,0,-0.13750874443077665,8,C,0
1044,41,Feminino,Brasil,Graduação,793.0,Corrente,99242.05,0.23669154559467429,31711.96,2,27.0,1.0,1,1,-1.0939892059513625,97,A,0
1045,39,Feminino,Brasil,Graduação,648.0,Poupança,16073.44,-0.43930393498670295,178115.32,4,24.0,4.2,0,1,-1.6930728538314095,62,A,0
1046,52,Masculino,Chile,Ensino Médio,675.0,Corrente,1099.81,-0.561009782997121,26827.35,1,30.0,4.3,1,1,-0.03156171263228887,45,A,0
1047,49,Feminino,Brasil,Ensino Médio,598.0,Corrente,68041.14,-0.016909832978639638,93913.47,2,25.0,3.4,1,0,-0.9559819161112457,92,C,0
1048,23,Feminino,Brasil,Pós-Graduação,530.0,Corrente,8396.88,-0.5016991086755717,31792.39,1,22.0,5.2,1,1,0.9278136785720363,67,B,0
1049,59,Masculino,Brasil,Graduação,595.0,Corrente,3226.63,-0.5437229639916081,29069.54,1,25.0,1.3,1,1,-0.2810782435201214,62,C,0
1050,58,Masculino,Colombia,Ensino Médio,669.0,Corrente,1213.43,-0.5600862782457051,31355.54,4,20.0,4.0,1,0,0.3085902189498734,78,A,0
1051,34,Feminino,Brasil,Graduação,710.0,Premium,96449.71,0.21399537187905487,47502.2,2,23.0,2.3,0,1,1.3675257539154317,83,A,0
1052,46,Feminino,Brasil,Ensino Médio,664.0,Corrente,42376.15,-0.2255151859978405,69423.68,1,23.0,5.4,1,1,-1.485295181782108,70,A,0
1053,47,Masculino,Brasil,Pós-Graduação,681.0,Corrente,27700.68,-0.3447975858769245,73271.05,1,23.0,0.8,1,1,-0.7246173885496873,36,C,0
1054,45,Feminino,Brasil,Pós-Graduação,619.0,Poupança,192303.33,0.9930947690838982,27822.74,2,33.0,4.2,0,0,0.18088362456584986,84,C,0
1055,35,Feminino,Brasil,,,Poupança,,0.06424227329071626,,2,,1.0,1,1,0.3125248158232605,1,C,0
1056,33,Feminino,Argentina,Pós-Graduação,783.0,Premium,252599.38,1.4831818018827962,28283.02,1,33.0,1.6,0,0,1.1034975012723258,60,A,0
1057,41,Feminino,Argentina,Ensino Médio,713.0,Premium,6827.52,-0.5144548859743048,45852.61,4,26.0,1.2,1,1,0.867153129040598,74,C,0
1058,56,Masculino,Brasil,Pós-Graduação,722.0,Poupança,34840.62,-0.28676406611962424,43213.43,1,15.0,1.0,0,0,0.09693362573073926,13,B,0
1059,48,Masculino,Argentina,Ensino Médio,676.0,Premium,5218.39,-0.5275339143200702,27719.59,1,18.0,8.7,0,0,0.3034046705972552,12,B,0
1060,37,Feminino,Chile,Graduação,514.0,Corrente,27577.11,-0.34580196435019034,57627.91,3,29.0,1.7,1,0,0.33107589099048995,75,B,0
1061,51,Masculino,Colombia,Pós-Graduação,555.0,Poupança,26947.91,-0.35091610965551406,190525.49,1,23.0,13.1,1,1,-1.4697123646737555,17,C,0
1062,18,Feminino,Brasil,Graduação,690.0,Premium,77028.93,0.05614303420784445,36212.9,1,22.0,17.5,1,1,-0.1563754773549615,47,A,0
1063,55,Masculino,Brasil,Doutorado,649.0,Poupança,38356.4,-0.25818776322459697,37793.52,2,27.0,4.2,0,0,0.2484732179970922,53,A,0
1064,21,Masculino,Chile,Ensino Médio,689.0,Premium,76733.11,0.053738605625166705,,3,25.0,0.8,1,0,0.45855085878510643,93,A,1
1065,37,Masculino,Brasil,Graduação,800.0,Corrente,84468.01,0.11660796754847998,35056.29,1,24.0,2.3,1,0,-0.9243634400641593,67,A,1
1066,28,Feminino,Brasil,Ensino Médio,715.0,Corrente,482103.65,3.3485953190033566,73231.34,3,21.0,8.0,1,1,-1.268797912528891,93,A,0
1067,26,Feminino,Chile,Graduação,763.0,Premium,24875.63,-0.36775962687311786,31852.6,2,23.0,2.3,1,0,-0.23453259251808048,10,C,0
1068,55,Masculino,Brasil,Ensino Médio,658.0,Corrente,11740.18,-0.47452472533277296,147159.42,1,23.0,0.5,1,0,1.967366111091494,46,B,0
1069,36,Masculino,Brasil,Ensino Médio,577.0,Poupança,48790.96,-0.17337553176064424,60286.59,2,16.0,4.1,0,1,-0.8192475127286687,83,C,0
1070,46,Masculino,Brasil,Graduação,644.0,Corrente,13866.96,-0.45723823144775,33792.23,1,32.0,9.3,1,0,1.1739282473548094,4,A,0
1071,41,Feminino,Chile,Pós-Graduação,577.0,Poupança,214991.32,1.1775030296460922,34433.49,1,23.0,7.9,0,0,1.58473964304512,57,C,0
1072,47,Masculino,Brasil,Ensino Médio,790.0,Premium,25851.87,-0.3598247361978648,36016.06,2,27.0,1.0,1,0,0.04546652623319363,38,C,0
1073,42,Feminino,Chile,Pós-Graduação,721.0,Corrente,18422.14,-0.4202136726239981,111708.69,4,29.0,5.6,0,1,-0.6798479346534511,12,C,0
1074,26,Masculino,Argentina,Ensino Médio,696.0,Corrente,20628.34,-0.4022816520063801,22896.73,1,26.0,1.2,1,1,0.5128195636582255,31,A,0
1075,53,Masculino,Brasil,Ensino Médio,761.0,Corrente,85999.86,0.12905886310785733,32834.5,1,28.0,1.2,0,1,0.19499029209949587,2,A,1
1076,36,Feminino,Brasil,Graduação,468.0,Premium,30052.57,-0.3256813951551542,34996.51,2,22.0,10.4,1,0,-0.8591039801903084,1,A,0
1077,23,Masculino,Brasil,Doutorado,702.0,Poupança,16814.55,-0.43328018383090433,48561.54,1,21.0,1.4,0,1,-0.6588028263717759,81,C,0
1078,36,Masculino,Argentina,Ensino Médio,532.0,Corrente,267914.26,1.6076613340722379,41661.56,1,12.0,1.5,1,0,0.4535798521453311,25,C,0
1079,60,Masculino,Brasil,,,Corrente,,-0.46429635344200304,,1,,0.0,0,1,0.9334404081685476,5,B,0
1080,52,Masculino,Chile,Pós-Graduação,621.0,Poupança,37898.97,-0.261905759866387,38565.23,2,25.0,10.2,1,1,-0.3227902013153876,48,B,0
1081,37,Masculino,Brasil,,,Poupança,,0.07574674310414334,,1,,7.9,1,1,-0.06913356488805313,14,A,0
1082,37,Masculino,Brasil,Pós-Graduação,670.0,Corrente,5127.62,-0.5282716939916599,33628.91,1,25.0,4.9,1,0,0.6686385705110801,52,B,0
1083,38,Feminino,Brasil,Ensino Médio,771.0,Corrente,64622.16,-0.044699344288232454,74018.13,3,36.0,6.9,0,1,-0.17248688417393548,74,A,0
1084,66,Feminino,Argentina,,,Poupança,,-0.4867337312477027,,3,,0.8,0,1,-0.29932697329588437,21,A,0
1085,46,Feminino,Brasil,Graduação,713.0,Poupança,97473.84,0.22231951306077957,46768.63,2,22.0,3.1,1,0,-0.7553408197272258,25,C,0
1086,47,Masculino,Brasil,Graduação,664.0,Premium,11439.4,-0.476969468856192,56292.97,1,21.0,2.2,0,1,-0.7726846233740311,99,B,0
1087,54,Feminino,Chile,Pós-Graduação,502.0,Corrente,83393.27,0.10787246766697392,13404.78,2,21.0,0.5,0,1,2.6688827582232557,67,A,0
1088,44,Feminino,Brasil,Pós-Graduação,567.0,Poupança,136899.13,0.5427687529916883,38075.96,1,24.0,3.3,1,1,-0.19620166007908182,82,A,0
